Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6, HSN Code, Second Name
"CARGADOR IBM, PUNTA ANCHA GENERICO",A199,,,C01,U001,U001,U001,1,800,0,,Inclusivo,no_image.png,,,,,,,,,,
"CARGADOR IBM, PUNTA AMARILLA",A200,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
"DISCO DURO, 1 TERA, SATA, WD",A201,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
MOUSE GENIUS USB OPTICAL  WHEEL,A202,,,C01,U001,U001,U001,1,275,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA KLIP USB STEREOSPEKERS,A203,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
"MICROFONO GENIUS, DE MESA",A204,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION USB 4 EN 1 BLANCA,A205,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION USB 7 EN 1 NEGRA,A206,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
"TARJETA DE SONIDO USB, PARA LAPTOP GENERICA",A207,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
TONER LASER HP Q2612A ORIGINAL,A208,,,C01,U001,U001,U001,1,2200,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO HP 60 NEGRO ORIGINAL,A209,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO HP 60 COLOR ORIGINAL,A210,,,C01,U001,U001,U001,1,1050,0,,Inclusivo,no_image.png,,,,,,,,,,
"IMPRESORA CANON PIXMAMG2410  COPIA, ESCANER",A211,,,C01,U001,U001,U001,1,2300,0,,Inclusivo,no_image.png,,,,,,,,,,
Monitor hp15 pulg negro,A212,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
CHEQUEO DE EQUIPO,A213,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE WINDOWS,A214,,,C01,U001,U001,U001,1,550,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR SAMSWGN 19 PULGADA WITE SCRREN,A215,,,C01,U001,U001,U001,1,3500,0,,Inclusivo,no_image.png,,,,,,,,,,
Sistema de tinta instalado para canon,A216,,,C01,U001,U001,U001,1,1500,0,,Inclusivo,no_image.png,,,,,,,,,,
TARJETA NEXT PCI DE RED INALAMBRICA,A217,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE PROGRAMAS,A218,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
TECLADO DELL USB,A219,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
"TECLADO DELL, HP, OTROS PS2",A220,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
AUDIFONO ARGON STEREO 88,A221,,,C01,U001,U001,U001,1,230,0,,Inclusivo,no_image.png,,,,,,,,,,
AUDOFOMO MYO ER-7 GRANDE,A222,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
AUDIFONO MYO ER-4 PEQUENO,A223,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
Tarjeta de expansion USB PCI,A224,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
CONTROL DE JUEGO GENIUS,A225,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE DE POWER ORIGINALES,A226,,,C01,U001,U001,U001,1,70,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO CANON 211 DE  COLOR ORIGINAL,A227,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
TECLADO DELL INSPIRON 6400,A228,,,C01,U001,U001,U001,1,1500,0,,Inclusivo,no_image.png,,,,,,,,,,
PLACA DE ENCEDIDO PARA DELL INSPIRON 6400,A229,,,C01,U001,U001,U001,1,1600,0,,Inclusivo,no_image.png,,,,,,,,,,
TECLADO IBM,A230,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
COMPLETO DE SISTEMA DE TINTA,A231,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
MANO DE OBRA SISTEMA DE TINTA,A232,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
TECLADO DELL INSPIRON 6000,A233,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
TONER HP 85A,A234,,,C01,U001,U001,U001,1,2250,0,,Inclusivo,no_image.png,,,,,,,,,,
CLABE CARGADORE TOSHIBA,A235,,,C01,U001,U001,U001,1,175,0,,Inclusivo,no_image.png,,,,,,,,,,
CHEQUEO DE DISCO,A236,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
BACKUP DE  DATOS,A237,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
BACKUP DE DATOS,A238,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
MotherBoard HP pavilion dv5000,A239,,,C01,U001,U001,U001,1,3500,0,,Inclusivo,no_image.png,,,,,,,,,,
MANTENIMIENTO DE EQUIPO,A240,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP DELL 610,A241,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA DDR2 DE 512,A242,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
POWER SUPLAY,A243,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
IMPRESORA,A244,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
CHEQUEO DE CD-ROOM,A245,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR ACER,A246,,,C01,U001,U001,U001,1,1700,0,,Inclusivo,no_image.png,,,,,,,,,,
ADACTADOR USB A RJ45,A247,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
MANO DE OBRA,A248,,,C01,U001,U001,U001,1,800,0,,Inclusivo,no_image.png,,,,,,,,,,
TECLADO ACER,A250,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
CAPACITORES INSTALADO EN LA CPU,A251,,,C01,U001,U001,U001,1,150,0,,Inclusivo,no_image.png,,,,,,,,,,
ROUTER THOMSON TG584 4 PORT,A252,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
JACK,A253,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA RAM 512 MB,A254,,,C01,U001,U001,U001,1,650,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA RAM 1 GB DDR1,A255,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
CARGADOR ACER,A256,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
CARGADOR LENOVO,A257,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE PARA CARGADOR ACER,A258,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION USB XTECH,A259,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION USB MYO,A260,,,C01,U001,U001,U001,1,70,0,,Inclusivo,no_image.png,,,,,,,,,,
"REGLETA OMEGA, 6 SALIDAS",A261,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
"MEMORIA KINDSTON 8GB, SDHC",A262,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION RLP USB 4 EN 1 NEGRA,A263,,,C01,U001,U001,U001,1,330,0,,Inclusivo,no_image.png,,,,,,,,,,
CPU GXP. CORE DUO,A264,,,C01,U001,U001,U001,1,10000,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO HP 22 NEGRO,A265,,,C01,U001,U001,U001,1,850,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA OMEGA,A266,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
AUDIFONO GENIUS,A267,,,C01,U001,U001,U001,1,250,0,,Inclusivo,no_image.png,,,,,,,,,,
ROUTER NEXXT,A268,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
TARJETA DE RED D-LINK,A269,,,C01,U001,U001,U001,1,380,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA MYO  5.1,A270,,,C01,U001,U001,U001,1,4700,0,,Inclusivo,no_image.png,,,,,,,,,,
UPS FORZART,A271,,,C01,U001,U001,U001,1,1750,0,,Inclusivo,no_image.png,,,,,,,,,,
DISCO DURO MASTHER 500 SATA,A272,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
TARJETA DE VIDEO 1GB GEFORCE DDR3,A273,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
MINI DELL AZUL,A274,,,C01,U001,U001,U001,1,5000,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE VJA,A275,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
LIMPIEZA DEL CPU,A276,,,C01,U001,U001,U001,1,150,0,,Inclusivo,no_image.png,,,,,,,,,,
DISCO DE UN TERA,A277,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
DELL 620,A278,,,C01,U001,U001,U001,1,7000,0,,Inclusivo,no_image.png,,,,,,,,,,
"MINI LAPTOP ACER, 250GB, IGB.",A279,,,C01,U001,U001,U001,1,9000,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE PARA CARGADOR TOSHIBA,A280,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
BOTELLA DE TINTA EPSON AMARILLA,A281,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
ROUTER LG-NORTEL,A282,,,C01,U001,U001,U001,1,1350,0,,Inclusivo,no_image.png,,,,,,,,,,
BOTELLA DE TINTA EPSON AZUL,A283,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
BOTELLA DE TINTA EPSON ROJA,A284,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
BOTELLA DE TINTA EPSON NEGRA,A285,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE PRINTE PARALELO,A286,,,C01,U001,U001,U001,1,150,0,,Inclusivo,no_image.png,,,,,,,,,,
EXTENCION USB KINGSTON,A287,,,C01,U001,U001,U001,1,70,0,,Inclusivo,no_image.png,,,,,,,,,,
FUENTE UBIQUITI POE,A288,,,C01,U001,U001,U001,1,650,0,,Inclusivo,no_image.png,,,,,,,,,,
UPS 500 CENTRAL POWER BLAZER,A289,,,C01,U001,U001,U001,1,1750,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA 32GB KINGSTON,A290,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
CAMARA UNIVERSAL HD  700TVL,A291,,,C01,U001,U001,U001,1,3900,0,,Inclusivo,no_image.png,,,,,,,,,,
CAMARA SONY 24 LED 480 TVL,A292,,,C01,U001,U001,U001,1,2300,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE DE RED UTP CATEGORIA 6,A293,,,C01,U001,U001,U001,1,6,0,,Inclusivo,no_image.png,,,,,,,,,,
ROUTER ADSL,A294,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION DE RED,A295,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION E ISNSTALACION DE NANO STATION LOCO M2,A296,,,C01,U001,U001,U001,1,1800,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION DE CAMARAS,A297,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION DE BIOS,A298,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA DDR2 DE 1GB,A299,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
CHEQUEO Y REPARACION DE RED,A300,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE WINDOWS Y CAPACITORES,A301,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
BATERIA HP COMPAQ,A302,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
ALQUILER DE PROYECTOR,A303,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
FUENTE 12 VOL 2 AMP,A304,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
"LAPTOP EMACHIN,160GB, 2GB DDR2 15.6 TF20",A305,,,C01,U001,U001,U001,1,11000,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE DE AUDIO DE STEREO RCA,A306,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO HP 21 NEGRO,A307,,,C01,U001,U001,U001,1,1150,0,,Inclusivo,no_image.png,,,,,,,,,,
"Cajon Boc. SMT 15 AMP, MICROFONO INALAMBRICO",A308,,,C01,U001,U001,U001,1,13000,0,,Inclusivo,no_image.png,,,,,,,,,,
MICROFONO INALAMBRICO SMT U52,A309,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
PANTALLA DE MINI ACER,A310,,,C01,U001,U001,U001,1,3300,0,,Inclusivo,no_image.png,,,,,,,,,,
15 PIE DE CABLE,A311,,,C01,U001,U001,U001,1,80,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP DELL 630,A312,,,C01,U001,U001,U001,1,7000,0,,Inclusivo,no_image.png,,,,,,,,,,
5 PIE DE CABLE,A313,,,C01,U001,U001,U001,1,50,0,,Inclusivo,no_image.png,,,,,,,,,,
"HP Compaq 5700, 1.8 dual core, 120 hd, 3gb,",A314,,,C01,U001,U001,U001,1,5500,0,,Inclusivo,no_image.png,,,,,,,,,,
CARGADOR TOSHIBA,A315,,,C01,U001,U001,U001,1,1200,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP DELL 620,A316,,,C01,U001,U001,U001,1,7600,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA GENIUS SP-S110,A317,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA GENIUS SP-U115,A318,,,C01,U001,U001,U001,1,390,0,,Inclusivo,no_image.png,,,,,,,,,,
MOUSE INLAMBRICO RLIP,A319,,,C01,U001,U001,U001,1,550,0,,Inclusivo,no_image.png,,,,,,,,,,
BOCINA USB KLIPX,A320,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
UPS Omega con regulador 600 w,A321,,,C01,U001,U001,U001,1,2100,0,,Inclusivo,no_image.png,,,,,,,,,,
DISCO DURO DE LAPTOP 320GB,A322,,,C01,U001,U001,U001,1,3050,0,,Inclusivo,no_image.png,,,,,,,,,,
Raque,A323,,,C01,U001,U001,U001,1,450,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE MONITOR,A324,,,C01,U001,U001,U001,1,900,0,,Inclusivo,no_image.png,,,,,,,,,,
Cambio de pulsador,A325,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
Reparacion de Impresora,A326,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
Crema Lubricante,A327,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
DESTAPE DEL CARTUCHO DE COLOR,A328,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
"Dell Inspiron 1545, 15.6, 320hd, 3gb ram, cam, otros",A329,,,C01,U001,U001,U001,1,12500,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA DDR2 DE 2GB,A330,,,C01,U001,U001,U001,1,1350,0,,Inclusivo,no_image.png,,,,,,,,,,
CONTROL DE JUEGOS SONY,A331,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S2 T989,A332,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S5,A333,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera Note 3,A334,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera I Phone 4G,A335,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera I Phone 5G,A336,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S4,A337,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera One X,A338,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S2 CDMA,A339,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S3,A340,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera S3,A341,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera  i997,A342,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera Sanswng 9500,A343,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
Cover de cartera Sanswng D710,A344,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
CELULAR HTC ONE X,A345,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
MINI LAPTOP DELL,A346,,,C01,U001,U001,U001,1,6000,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION DE INTERNET,A347,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE CABLE HDMI,A348,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
PAQUETE DE GRAMPA DE PARED,A349,,,C01,U001,U001,U001,1,100,0,,Inclusivo,no_image.png,,,,,,,,,,
Disco IDE 60gb Laptop,A350,,,C01,U001,U001,U001,1,850,0,,Inclusivo,no_image.png,,,,,,,,,,
TONER CANON 290,A351,,,C01,U001,U001,U001,1,2700,0,,Inclusivo,no_image.png,,,,,,,,,,
CONJUNTO DEL CHAPULIN COLORADO,A352,,,C01,U001,U001,U001,1,6000,0,,Inclusivo,no_image.png,,,,,,,,,,
"DISCO DURO 80GB, SATA,  PARA LAPTOP",A353,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
MEMORIA DDR 512,A354,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACIONDE RED,A355,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
Extension USB DE 10 Metros,A356,,,C01,U001,U001,U001,1,650,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE CAMARA,A357,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
BALUD,A358,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
MANTENIMIENTO DICIEMBRE,A359,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
MANTENIMIENTO ENERO,A360,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
DISE,A361,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
Reparacion de equipos,A362,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
CATUCHO CANON 145 NEGRO,A363,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
CATUCHO CANON 146 A COLOR,A364,,,C01,U001,U001,U001,1,1100,0,,Inclusivo,no_image.png,,,,,,,,,,
Copia,A365,,,C01,U001,U001,U001,1,2,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR LENOVO,A366,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
AVG INTERNET SECURITY 2015 A UN A,A367,,,C01,U001,U001,U001,1,1300,0,,Inclusivo,no_image.png,,,,,,,,,,
TONER CANON M91A ORIGINAL,A368,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR DELL DE 19 PULG,A369,,,C01,U001,U001,U001,1,2800,0,,Inclusivo,no_image.png,,,,,,,,,,
DVR 8 port CLICK CAM,A370,,,C01,U001,U001,U001,1,4600,0,,Inclusivo,no_image.png,,,,,,,,,,
Configuracion de DVR Mob,A371,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE DE RED UTP CAT 5e,A372,,,C01,U001,U001,U001,1,3.5,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE CAMARA,A373,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP DELL 620 SIN BATERIA,A374,,,C01,U001,U001,U001,1,5000,0,,Inclusivo,no_image.png,,,,,,,,,,
MOUSE DELL ORIGINAL,A375,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
IMPRESORA EPSON L210,A376,,,C01,U001,U001,U001,1,11400,0,,Inclusivo,no_image.png,,,,,,,,,,
CARTUCHO PH 21 ORIGINAL NEGRO,A377,,,C01,U001,U001,U001,1,980,0,,Inclusivo,no_image.png,,,,,,,,,,
Impresiones,A378,,,C01,U001,U001,U001,1,10,0,,Inclusivo,no_image.png,,,,,,,,,,
RECETEO DE BIOS,A379,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE DRIVE,A380,,,C01,U001,U001,U001,1,300,0,,Inclusivo,no_image.png,,,,,,,,,,
SAMSUNG S3 CDMA,A381,,,C01,U001,U001,U001,1,4000,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE DISCO,A382,,,C01,U001,U001,U001,1,500,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE SISTEMA OPERATIVO,A383,,,C01,U001,U001,U001,1,600,0,,Inclusivo,no_image.png,,,,,,,,,,
AIR GRID 2.4 GHZ NANO STATION,A384,,,C01,U001,U001,U001,1,4900,0,,Inclusivo,no_image.png,,,,,,,,,,
Laptop dell  core i5,A385,,,C01,U001,U001,U001,1,16000,0,,Inclusivo,no_image.png,,,,,,,,,,
ROUTER HUAWEI,A386,,,C01,U001,U001,U001,1,1000,0,,Inclusivo,no_image.png,,,,,,,,,,
"IMPRESORA TERMICA  CITIZEN, USB-SERIAL",A387,,,C01,U001,U001,U001,1,7500,0,,Inclusivo,no_image.png,,,,,,,,,,
REPACRACION DE PANTALLA LED,A388,,,C01,U001,U001,U001,1,1500,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE PANTALLA LED,A389,,,C01,U001,U001,U001,1,1500,0,,Inclusivo,no_image.png,,,,,,,,,,
CABLE POWER,A390,,,C01,U001,U001,U001,1,70,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR DELL 17 PULG.,A391,,,C01,U001,U001,U001,1,2000,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR DELL 19 PULG.,A392,,,C01,U001,U001,U001,1,2800,0,,Inclusivo,no_image.png,,,,,,,,,,
MONITOR PROVIEW 17 PULGADA,A393,,,C01,U001,U001,U001,1,2500,0,,Inclusivo,no_image.png,,,,,,,,,,
ARREGLO DE VARIOS CPU Y CAMBIO DE WINDWOS,A394,,,C01,U001,U001,U001,1,6000,0,,Inclusivo,no_image.png,,,,,,,,,,
TABLE SANSWNG GALAXY III,A395,,,C01,U001,U001,U001,1,5990,0,,Inclusivo,no_image.png,,,,,,,,,,
REPARACION DE COMPUTADORA,A396,,,C01,U001,U001,U001,1,800,0,,Inclusivo,no_image.png,,,,,,,,,,
CHEQUEO DE PRINTER,A397,,,C01,U001,U001,U001,1,400,0,,Inclusivo,no_image.png,,,,,,,,,,
PANTALLA DE MINI DELL,A398,,,C01,U001,U001,U001,1,3300,0,,Inclusivo,no_image.png,,,,,,,,,,
MOUSE USB AGILER,A399,,,C01,U001,U001,U001,1,175,0,,Inclusivo,no_image.png,,,,,,,,,,
REGLETA ARGOM,A400,,,C01,U001,U001,U001,1,225,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP ACER,A401,,,C01,U001,U001,U001,1,15000,0,,Inclusivo,no_image.png,,,,,,,,,,
RESMA DE PAPEL,A402,,,C01,U001,U001,U001,1,180,0,,Inclusivo,no_image.png,,,,,,,,,,
INSTALACION DE CONECTORES,A403,,,C01,U001,U001,U001,1,350,0,,Inclusivo,no_image.png,,,,,,,,,,
"MINI LAPTOP DELL, 160GB, 1 GB DE RAM, PROC. 1.6",A404,,,C01,U001,U001,U001,1,9000,0,,Inclusivo,no_image.png,,,,,,,,,,
"MINI LAPTOP ASUS, 160GB, 1 GB DE RAM, PROC. 1.6",A405,,,C01,U001,U001,U001,1,8000,0,,Inclusivo,no_image.png,,,,,,,,,,
LAPTOP HP MINI,A406,,,C01,U001,U001,U001,1,3700,0,,Inclusivo,no_image.png,,,,,,,,,,
BACKUP E INSTALACION DE WINDOWS,A407,,,C01,U001,U001,U001,1,700,0,,Inclusivo,no_image.png,,,,,,,,,,
CONFIGURACION DE IMPRESORA EN LA RED,A408,,,C01,U001,U001,U001,1,200,0,,Inclusivo,no_image.png,,,,,,,,,,
TAPA,A409,,,C01,U001,U001,U001,1,50,0,,Inclusivo,no_image.png,,,,,,,,,,
CD EN BLANCO,A410,,,C01,U001,U001,U001,1,15,0,,Inclusivo,no_image.png,,,,,,,,,,
CPU GX P.  CORE  DUO,A411,,,C01,U001,U001,U001,1,4500,0,,Inclusivo,no_image.png,,,,,,,,,,
"Mini laptop Dell 2100, 80gb, 2 gb rojo",A412,,,C01,U001,U001,U001,1,6500,0,,Inclusivo,no_image.png,,,,,,,,,,
cable de red engomado c5e,A413,,,C01,U001,U001,U001,1,4.5,0,,Inclusivo,no_image.png,,,,,,,,,,
"CPU DELL GX745,1GB,160GB,2.8-2.0",A414,,,C01,U001,U001,U001,1,5000,0,,Inclusivo,no_image.png,,,,,,,,,,
